requirement_id,num_relevant,num_predicted,reciprocal_rank,relevant_found,precision_at_1,recall_at_1,f1_at_1,ndcg_at_1,precision_at_3,recall_at_3,f1_at_3,ndcg_at_3,precision_at_5,recall_at_5,f1_at_5,ndcg_at_5,precision_at_10,recall_at_10,f1_at_10,ndcg_at_10
F.14,1,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.13,2,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.12,3,5,0.5,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2960819109658652,0.2,0.3333333333333333,0.25,0.2960819109658652,0.2,0.3333333333333333,0.25,0.2960819109658652
F.11,3,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.10,2,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.9,2,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.8,2,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.7,3,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.6,3,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.5,1,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.4,2,5,0.5,2,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.8,0.6934264036172708,0.4,1.0,0.5714285714285715,0.6934264036172708,0.4,1.0,0.5714285714285715,0.6934264036172708
F.3,1,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.2,1,5,1.0,1,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0
F.1,1,5,0.3333333333333333,1,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.2,1.0,0.33333333333333337,0.5,0.2,1.0,0.33333333333333337,0.5
C.11,1,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.10,3,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.9,1,5,1.0,1,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,1.0,0.33333333333333337,1.0
C.8,1,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.7,2,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.6,3,5,1.0,2,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.4,0.6666666666666666,0.5,0.7653606369886217,0.4,0.6666666666666666,0.5,0.7653606369886217
C.5,1,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.4,1,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.3,6,5,0.3333333333333333,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.23463936301137822,0.2,0.16666666666666666,0.1818181818181818,0.16958010263680806,0.2,0.16666666666666666,0.1818181818181818,0.15130120674940672
C.2,3,5,1.0,2,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7039180890341347,0.4,0.6666666666666666,0.5,0.7039180890341347,0.4,0.6666666666666666,0.5,0.7039180890341347
C.1,6,5,1.0,3,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.6666666666666666,1.0,0.6,0.5,0.5454545454545454,0.7227265726449519,0.6,0.5,0.5454545454545454,0.644824486427155
