requirement_id,num_relevant,num_predicted,reciprocal_rank,relevant_found,precision_at_1,recall_at_1,f1_at_1,ndcg_at_1,precision_at_3,recall_at_3,f1_at_3,ndcg_at_3,precision_at_5,recall_at_5,f1_at_5,ndcg_at_5,precision_at_10,recall_at_10,f1_at_10,ndcg_at_10
O.19,4,3,0.3333333333333333,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575,0.23463936301137822,0.3333333333333333,0.25,0.28571428571428575,0.19519002499605084,0.3333333333333333,0.25,0.28571428571428575,0.19519002499605084
O.18,5,3,1.0,2,1.0,0.2,0.33333333333333337,1.0,0.6666666666666666,0.4,0.5,0.7653606369886217,0.6666666666666666,0.4,0.5,0.5531464700081437,0.6666666666666666,0.4,0.5,0.5531464700081437
O.17,2,3,1.0,1,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4,0.6131471927654584,0.3333333333333333,0.5,0.4,0.6131471927654584,0.3333333333333333,0.5,0.4,0.6131471927654584
O.16,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.15,3,3,1.0,3,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O.14,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.13,16,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.12,3,3,1.0,1,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46927872602275644
O.11,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.10,6,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.9,3,3,1.0,2,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7039180890341347,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7039180890341347,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7039180890341347
O.8,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.7,4,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.6,8,3,1.0,3,1.0,0.125,0.2222222222222222,1.0,1.0,0.375,0.5454545454545454,1.0,1.0,0.375,0.5454545454545454,0.7227265726449519,1.0,0.375,0.5454545454545454,0.5390031312763821
O.5,5,3,0.5,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.25,0.2960819109658652,0.3333333333333333,0.2,0.25,0.21398626473452756,0.3333333333333333,0.2,0.25,0.21398626473452756
O.4,2,3,1.0,1,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4,0.6131471927654584,0.3333333333333333,0.5,0.4,0.6131471927654584,0.3333333333333333,0.5,0.4,0.6131471927654584
O.3,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.2,4,3,0.3333333333333333,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575,0.23463936301137822,0.3333333333333333,0.25,0.28571428571428575,0.19519002499605084,0.3333333333333333,0.25,0.28571428571428575,0.19519002499605084
O.1,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I.11,4,3,1.0,1,1.0,0.25,0.4,1.0,0.3333333333333333,0.25,0.28571428571428575,0.46927872602275644,0.3333333333333333,0.25,0.28571428571428575,0.3903800499921017,0.3333333333333333,0.25,0.28571428571428575,0.3903800499921017
I.10,3,3,0.5,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2960819109658652,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2960819109658652
I.9,7,3,0.3333333333333333,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.2,0.23463936301137822,0.3333333333333333,0.14285714285714285,0.2,0.16958010263680806,0.3333333333333333,0.14285714285714285,0.2,0.13743816645714543
I.8,3,3,0.3333333333333333,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822
I.7,4,3,0.3333333333333333,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575,0.23463936301137822,0.3333333333333333,0.25,0.28571428571428575,0.19519002499605084,0.3333333333333333,0.25,0.28571428571428575,0.19519002499605084
I.6,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I.5,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I.4,4,3,0.5,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.28571428571428575,0.2960819109658652,0.3333333333333333,0.25,0.28571428571428575,0.24630238874073,0.3333333333333333,0.25,0.28571428571428575,0.24630238874073
I.3,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I.2,6,3,1.0,1,1.0,0.16666666666666666,0.2857142857142857,1.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.46927872602275644,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.3391602052736161,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.30260241349881345
I.1,4,3,1.0,2,1.0,0.25,0.4,1.0,0.6666666666666666,0.5,0.5714285714285715,0.7653606369886217,0.6666666666666666,0.5,0.5714285714285715,0.6366824387328317,0.6666666666666666,0.5,0.5714285714285715,0.6366824387328317
F.19,2,3,0.5,1,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.4,0.38685280723454163,0.3333333333333333,0.5,0.4,0.38685280723454163,0.3333333333333333,0.5,0.4,0.38685280723454163
F.18,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.17,1,3,1.0,1,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0
F.16,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.15,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.14,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.13,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.12,3,3,1.0,1,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46927872602275644
F.11,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.10,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.9,2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.8,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.7,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.6,3,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.5,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.4,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F.3,1,3,0.5,1,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.6309297535714575,0.3333333333333333,1.0,0.5,0.6309297535714575,0.3333333333333333,1.0,0.5,0.6309297535714575
F.2,1,3,1.0,1,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0
F.1,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.11,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.10,3,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.9,1,3,1.0,1,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,1.0
C.8,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.7,2,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.6,3,3,1.0,2,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7653606369886217
C.5,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.4,1,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.3,6,3,0.5,2,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5307212739772434,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.38356636737133565,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.3422220729283414
C.2,3,3,1.0,1,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46927872602275644
C.1,6,3,1.0,2,1.0,0.16666666666666666,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.7039180890341347,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5087403079104241,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.4539036202482202
