ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Semantic Score,BM25 Score,Lexical Score,Entity Score
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,5.1.1 Initiate System Restarts,0.641,0.483,1.376,0.077,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,1.3.2 Detect Off-Nominal Microgravity Conditions,0.613,0.649,0.897,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.3 Detect Production Anomalies,2.48,0.579,8.491,0.1,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,3.1.2 Report Safety Incidents (Automated logging and reporting),1.539,0.66,4.574,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.1 Collect Real-Time Production Data,1.433,0.64,4.163,0.083,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.3.6 Insulate System Thermally,1.362,0.639,3.875,0.1,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.3.5 Radiate Heat,1.325,0.546,3.988,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.2.4 Generate Production Reports,3.325,0.39,12.363,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,4.1.4 Store Preform at Target Parameters,1.451,0.519,4.56,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.1.4.1 Initiate Autonomous Repairs (Remote or autonomous actions),1.097,0.542,3.086,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,6.1.1.6 Track Sun Position,1.045,0.391,3.241,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,4.1.3.1 Coordinate Automated Resource Transfer,1.039,0.405,3.184,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.2.5 Transmit Data to Ground Control,4.579,0.536,17.03,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.3.2 Detect Off-Nominal Microgravity Conditions,2.238,0.627,7.43,0.04,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.5 Test System After Repairs,1.504,0.566,4.64,0.042,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.3.6 Insulate System Thermally,1.469,0.502,4.653,0.042,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",4.2.4 Secure Docking Connection,1.412,0.519,4.404,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,1.3.1 Monitor Microgravity Conditions,3.763,0.426,14.031,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,1.1.6.1 Hold Spool,1.799,0.33,6.406,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,8.2.6 Store Propellant,1.427,0.42,4.699,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,8.2.3 Control Attitude Using Reaction Torque,1.401,0.554,4.276,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,8.2.7 Regulate Propellant Flow,1.36,0.486,4.276,0.0,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",1.3.2 Detect Off-Nominal Microgravity Conditions,4.702,0.56,17.45,0.037,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",1.2.5 Transmit Data to Ground Control,2.335,0.543,8.022,0.037,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",2.1.5 Test System After Repairs,1.521,0.596,4.64,0.038,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",2.3.6 Insulate System Thermally,1.457,0.482,4.653,0.038,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",4.2.4 Secure Docking Connection,1.389,0.481,4.404,0.0,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,3.712,0.544,13.543,0.0,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",3.3.3 Execute End-of-Life Deorbiting Procedures,2.293,0.612,7.678,0.062,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",2.1.5 Test System After Repairs,1.724,0.554,5.538,0.071,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",3.3.1 Monitor Orbital Environment for Debris,1.505,0.57,4.651,0.0,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),1.188,0.599,3.316,0.0,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.1.1 Inspect System,3.641,0.362,13.67,0.062,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",7.1.8 Support Platform Structure,1.714,0.454,5.764,0.0,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",7.1.7 Provide Structural Surface,1.577,0.473,5.148,0.059,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",7.1.6 Deploy Antenna,1.338,0.389,4.419,0.0,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",1.1.5 Cool/ Anneal Fiber,1.036,0.496,2.954,0.0,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,2.1.2 Calibrate System,1.948,0.417,6.557,0.091,1.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,6.1.1 Capture Sensor Data (Automated and continuous),0.731,0.598,1.29,0.0,1.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,5.1.3 Redirect Operations (Reconfiguration after faults),0.713,0.545,1.342,0.0,1.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),0.701,0.595,1.174,0.0,1.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,3.1.2 Report Safety Incidents (Automated logging and reporting),0.621,0.58,0.889,0.0,1.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",2.1.3 Detect Faults,2.737,0.368,10.064,0.0,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",2.2.7 Rotate Solar Array,1.676,0.456,5.61,0.0,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",1.1.4 Draw Fiber from Preform,1.288,0.495,3.935,0.071,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",4.2.2 Coordinate Resource Transfers (Remote coordination),1.133,0.491,3.353,0.0,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",4.1.3 Receive Resupply,1.11,0.452,3.353,0.0,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,2.1.4 Repair System,3.103,0.405,11.414,0.071,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,7.2.1 Prepare for Software Installation/Update,0.841,0.547,2.049,0.0,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,1.1.4 Draw Fiber from Preform,0.835,0.53,2.008,0.143,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,1.2.4 Generate Production Reports,0.832,0.452,2.218,0.067,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,2.4.3 Adjust Operations for Radiation Protection,0.817,0.52,2.019,0.0,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",2.1.5 Test System After Repairs,4.634,0.581,16.925,0.043,1.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,2.245,0.636,7.254,0.0,1.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",3.3.3 Execute End-of-Life Deorbiting Procedures,1.887,0.676,5.728,0.0,1.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",1.1.6 Spool Fiber,1.655,0.427,5.593,0.0,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",1.2.5 Transmit Data to Ground Control,1.624,0.562,4.948,0.0,1.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",2.2.1 Generate Solar Power,4.862,0.42,18.242,0.0,1.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",7.2.3 Install/Activate Software,2.107,0.457,7.112,0.045,1.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",2.1.5 Test System After Repairs,1.623,0.581,4.859,0.095,1.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",4.1.2 Request Resupply (Autonomous resupply request),1.617,0.651,4.707,0.0,1.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",1.1.6 Spool Fiber,1.525,0.346,5.269,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",2.2.2 Condition Power,5.189,0.45,19.677,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",2.3.1 Monitor Thermal Environment,2.156,0.466,7.505,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",2.3.4 Provide Local Heating,2.113,0.457,7.355,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",2.2.3 Distribute Power,2.095,0.403,7.412,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",4.2.1 Schedule Resupply Operations (Automated scheduling),1.736,0.646,5.392,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",2.2.3 Distribute Power,3.207,0.347,11.994,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",5.2.1 Receive Remote Commands,1.609,0.41,5.452,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",2.3.1 Monitor Thermal Environment,1.527,0.4,5.147,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",4.1.3 Receive Resupply,1.337,0.427,4.324,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",6.1.3 Store Performance Data,1.311,0.464,4.128,0.0,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.3.1 Monitor Thermal Environment,4.625,0.464,17.387,0.0,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",6.1.3 Store Performance Data,2.675,0.506,9.451,0.08,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.2.3 Distribute Power,2.289,0.399,8.2,0.0,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",4.1.2 Request Resupply (Autonomous resupply request),1.914,0.645,6.107,0.0,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.2.2 Condition Power,1.91,0.42,6.633,0.0,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",2.3.2 Regulate System Temperature,4.684,0.468,17.586,0.062,0.0
