ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Dense Semantic,BM25 Score,Syntactic Score,Domain Weighted,Query Expansion
P.7,P.7 Quality Consistency,"The system shall maintain consistent product quality across production runs, with less than 5% variation in key quality metrics between batches.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.355,0.631,0.249,0.263,0.0,0.0
P.7,P.7 Quality Consistency,"The system shall maintain consistent product quality across production runs, with less than 5% variation in key quality metrics between batches.",2.2.4 Transmit Launch Vehicle Power,0.336,0.514,0.46,0.19,0.0,0.0
P.6,P.6 Production Continuity,"The system shall be capable of automatically restarting fiber production within 10 minutes of a production break, maintaining at least 90% of pre-break production quality.",1.1.4 Draw Fiber from Preform,0.432,0.496,1.0,0.099,0.136,0.0
P.6,P.6 Production Continuity,"The system shall be capable of automatically restarting fiber production within 10 minutes of a production break, maintaining at least 90% of pre-break production quality.",4.1.4 Store Preform at Target Parameters,0.36,0.587,0.529,0.099,0.0,0.0
P.6,P.6 Production Continuity,"The system shall be capable of automatically restarting fiber production within 10 minutes of a production break, maintaining at least 90% of pre-break production quality.",2.1.3 Detect Faults,0.357,0.367,1.0,0.05,0.0,0.0
P.6,P.6 Production Continuity,"The system shall be capable of automatically restarting fiber production within 10 minutes of a production break, maintaining at least 90% of pre-break production quality.",2.1.4 Repair System,0.345,0.405,0.619,0.065,0.46,0.0
P.6,P.6 Production Continuity,"The system shall be capable of automatically restarting fiber production within 10 minutes of a production break, maintaining at least 90% of pre-break production quality.",2.1.5 Test System After Repairs,0.333,0.554,0.212,0.114,0.46,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.1.5 Cool/ Anneal Fiber,0.401,0.437,1.0,0.051,0.163,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",3.1.2 Report Safety Incidents (Automated logging and reporting),0.329,0.562,0.404,0.116,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.328,0.6,0.149,0.211,0.163,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",5.1.1 Initiate System Restarts,0.316,0.413,0.413,0.063,0.55,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",5.1.2 Activate Backup Systems,0.313,0.382,0.422,0.103,0.55,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",2.1.5 Test System After Repairs,0.438,0.593,0.33,0.308,0.739,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",1.1.6 Spool Fiber,0.417,0.418,1.0,0.247,0.0,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",4.1.2 Request Resupply (Autonomous resupply request),0.406,0.684,0.324,0.339,0.0,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.395,0.674,0.183,0.442,0.0,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",3.3.3 Execute End-of-Life Deorbiting Procedures,0.364,0.668,0.1,0.383,0.0,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.1.7 Monitor Fiber Quality,0.455,0.49,1.0,0.191,0.208,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.335,0.647,0.029,0.247,0.208,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,2.1.5 Test System After Repairs,0.329,0.552,0.026,0.164,0.699,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.325,0.604,0.031,0.339,0.093,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.1.9 Adjust Production Parameters (Autonomous feedback loop),0.312,0.64,0.13,0.149,0.0,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.1.8 Correct Defects,0.376,0.44,1.0,0.0,0.0,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,4.1.4 Store Preform at Target Parameters,0.363,0.61,0.432,0.16,0.0,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.2.3 Detect Production Anomalies,0.347,0.514,0.451,0.19,0.133,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.1.9 Adjust Production Parameters (Autonomous feedback loop),0.345,0.594,0.397,0.075,0.133,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,7.2.1 Prepare for Software Installation/Update,0.337,0.553,0.397,0.183,0.0,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,1.1.9 Adjust Production Parameters (Autonomous feedback loop),0.469,0.64,1.0,0.065,0.0,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,5.1.2 Activate Backup Systems,0.363,0.52,0.357,0.097,0.645,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,7.2.1 Prepare for Software Installation/Update,0.358,0.613,0.397,0.167,0.0,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,5.1.1 Initiate System Restarts,0.352,0.506,0.373,0.053,0.645,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,2.1.5 Test System After Repairs,0.346,0.614,0.026,0.155,0.645,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,1.2.1 Collect Real-Time Production Data,0.462,0.58,1.0,0.149,0.0,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,2.3.6 Insulate System Thermally,0.394,0.539,0.455,0.063,0.749,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,6.1.2 Log System Data,0.345,0.482,0.299,0.084,0.749,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,2.1.5 Test System After Repairs,0.341,0.567,0.026,0.169,0.749,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),0.329,0.608,0.347,0.083,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,1.2.2 Analyze Production Efficiency,0.427,0.483,1.0,0.167,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.378,0.644,0.297,0.215,0.183,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,1.3.2 Detect Off-Nominal Microgravity Conditions,0.342,0.649,0.19,0.223,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,5.1.1 Initiate System Restarts,0.34,0.483,0.356,0.07,0.618,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.336,0.683,0.031,0.282,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.3 Detect Production Anomalies,0.427,0.579,0.746,0.167,0.133,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.2.1 Collect Real-Time Production Data,0.373,0.64,0.304,0.215,0.133,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.3.6 Insulate System Thermally,0.369,0.639,0.233,0.062,0.548,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,4.1.4 Store Preform at Target Parameters,0.365,0.635,0.432,0.122,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.1.9 Adjust Production Parameters (Autonomous feedback loop),0.359,0.675,0.249,0.13,0.133,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.2.4 Generate Production Reports,0.378,0.39,1.0,0.11,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,4.1.4 Store Preform at Target Parameters,0.377,0.519,0.788,0.06,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.342,0.602,0.244,0.234,0.054,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.316,0.597,0.139,0.248,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.31,0.551,0.204,0.193,0.0,0.1
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.2.5 Transmit Data to Ground Control,0.449,0.536,1.0,0.17,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",1.3.2 Detect Off-Nominal Microgravity Conditions,0.401,0.627,0.582,0.169,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",5.2.1.2 Transmit RF Signal,0.387,0.455,0.907,0.118,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.367,0.653,0.291,0.239,0.0,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.5 Test System After Repairs,0.362,0.566,0.252,0.099,0.652,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,1.3.1 Monitor Microgravity Conditions,0.41,0.426,1.0,0.196,0.0,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,2.3.2 Regulate System Temperature,0.358,0.442,0.375,0.196,0.669,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,2.1.5 Test System After Repairs,0.35,0.524,0.167,0.158,0.669,0.083
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,3.3.1 Monitor Orbital Environment for Debris,0.313,0.539,0.269,0.173,0.0,0.083
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.303,0.594,0.029,0.298,0.0,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",1.3.2 Detect Off-Nominal Microgravity Conditions,0.455,0.56,1.0,0.155,0.0,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",1.2.5 Transmit Data to Ground Control,0.408,0.543,0.774,0.181,0.0,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.364,0.635,0.419,0.132,0.0,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",6.2.2 Identify Performance Bottlenecks,0.364,0.546,0.554,0.124,0.032,0.062
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.363,0.642,0.285,0.247,0.0,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.475,0.544,1.0,0.288,0.0,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",3.3.3 Execute End-of-Life Deorbiting Procedures,0.419,0.612,0.668,0.193,0.023,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",2.1.5 Test System After Repairs,0.407,0.554,0.481,0.129,0.63,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.337,0.611,0.139,0.324,0.0,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",6.1.2 Log System Data,0.326,0.438,0.185,0.255,0.63,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.1.1 Inspect System,0.432,0.362,1.0,0.055,0.761,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.373,0.651,0.259,0.304,0.0,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.1.5 Test System After Repairs,0.331,0.552,0.026,0.143,0.761,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.331,0.632,0.239,0.15,0.0,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.329,0.616,0.15,0.261,0.0,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,2.1.2 Calibrate System,0.456,0.417,1.0,0.1,0.693,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,2.1.5 Test System After Repairs,0.345,0.589,0.026,0.172,0.693,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,5.1.2 Activate Backup Systems,0.334,0.465,0.252,0.14,0.693,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),0.321,0.595,0.267,0.147,0.0,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.316,0.651,0.031,0.247,0.0,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",1.1.4 Draw Fiber from Preform,0.443,0.495,0.97,0.174,0.156,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",2.1.3 Detect Faults,0.368,0.368,1.0,0.103,0.0,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",2.1.5 Test System After Repairs,0.339,0.533,0.227,0.137,0.526,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",4.1.4 Store Preform at Target Parameters,0.315,0.571,0.313,0.121,0.0,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",2.3.2 Regulate System Temperature,0.302,0.471,0.146,0.161,0.526,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,2.1.4 Repair System,0.424,0.405,1.0,0.07,0.481,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,1.1.4 Draw Fiber from Preform,0.361,0.53,0.549,0.123,0.143,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,4.1.4 Store Preform at Target Parameters,0.35,0.605,0.415,0.123,0.0,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,2.1.5 Test System After Repairs,0.337,0.578,0.15,0.14,0.481,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,1.2.3 Detect Production Anomalies,0.329,0.521,0.434,0.109,0.116,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",2.1.5 Test System After Repairs,0.504,0.581,1.0,0.193,0.33,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.443,0.636,0.686,0.255,0.0,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",3.3.3 Execute End-of-Life Deorbiting Procedures,0.406,0.676,0.454,0.224,0.0,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",3.2.3 Implement Safety Measures (Automated actions to mitigate risk),0.39,0.692,0.296,0.271,0.0,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",4.1.2 Request Resupply (Autonomous resupply request),0.384,0.702,0.35,0.165,0.0,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",2.1.5 Test System After Repairs,0.454,0.581,0.466,0.293,0.694,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",2.2.1 Generate Solar Power,0.431,0.42,1.0,0.316,0.0,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",4.1.2 Request Resupply (Autonomous resupply request),0.392,0.651,0.368,0.288,0.0,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",6.2.3 Generate Optimization Suggestions (Autonomous optimization algorithms),0.38,0.643,0.287,0.326,0.0,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.377,0.591,0.332,0.369,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",2.2.2 Condition Power,0.389,0.45,1.0,0.042,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",4.1.2 Request Resupply (Autonomous resupply request),0.37,0.68,0.419,0.07,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",2.2.3 Distribute Power,0.337,0.403,0.859,0.022,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",4.2.1 Schedule Resupply Operations (Automated scheduling),0.336,0.646,0.331,0.058,0.0,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",2.3.1 Monitor Thermal Environment,0.334,0.466,0.683,0.054,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",2.2.3 Distribute Power,0.359,0.347,1.0,0.1,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.334,0.632,0.228,0.176,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.322,0.615,0.039,0.338,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",1.2.1 Collect Real-Time Production Data,0.316,0.514,0.291,0.26,0.0,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",6.2.2 Identify Performance Bottlenecks,0.316,0.556,0.246,0.17,0.0,0.1
