ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Dense Semantic,BM25 Score,Syntactic Score,Domain Weighted,Query Expansion
P.6,P.6 Production Continuity,"The system shall be capable of automatically restarting fiber production within 10 minutes of a production break, maintaining at least 90% of pre-break production quality.",5.1.1 Initiate System Restarts,2.462,0.436,5.853,0.061,0.122,0.0
P.6,P.6 Production Continuity,"The system shall be capable of automatically restarting fiber production within 10 minutes of a production break, maintaining at least 90% of pre-break production quality.",4.1.5 Transfer Preform to Production,1.427,0.535,3.245,0.114,0.028,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",4.2.5 Store Manufactured Product,3.243,0.417,7.857,0.087,0.016,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",4.1.4 Store Preform at Target Parameters,2.139,0.555,5.025,0.118,0.004,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",6.2.2 Identify Performance Bottlenecks,1.81,0.516,4.205,0.15,0.012,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",7.1.8 Support Platform Structure,1.758,0.505,4.047,0.247,0.005,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),1.682,0.598,3.752,0.398,0.009,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",2.1.3.2 Analyze Faults (Autonomous fault analysis),1.672,0.59,3.752,0.344,0.009,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,1.433,0.604,3.126,0.339,0.054,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.1.5 Cool/ Anneal Fiber,1.275,0.573,2.82,0.07,0.108,0.0
P.3,P.3 Manufacturing Yield,The system shall achieve a manufacturing yield of at least 95% usable fiber.,1.1.6 Spool Fiber,1.262,0.49,2.82,0.096,0.108,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.2.5.4 Amplify Low Rate Transmission,1.683,0.518,3.879,0.168,0.012,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.2.5.2 Amplify High Rate Transmission,1.682,0.513,3.879,0.168,0.012,0.0
P.2,P.2 Production Rate,The system shall maintain a production rate of at least 500 meters of ZBLAN fiber per day.,1.2.5.3 Transmit Low Rate Signal,1.679,0.496,3.879,0.168,0.012,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,1.2.5.4 Amplify Low Rate Transmission,3.705,0.595,8.904,0.136,0.022,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,1.2.5.3 Transmit Low Rate Signal,3.701,0.576,8.904,0.136,0.022,0.0
P.1,P.1 Fiber Quality,The system shall produce ZBLAN fibers with attenuation rates of 0.05 dB/km or lower at 2.5 ?m wavelength.,1.2.5.2 Amplify High Rate Transmission,1.695,0.593,3.879,0.136,0.022,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,1.3.2 Detect Off-Nominal Microgravity Conditions,3.45,0.576,8.271,0.148,0.017,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,1.1.7.2 Detect Defects,2.02,0.438,4.785,0.119,0.0,0.0
O.23,O.23 Microgravity Disturbance Response,The system shall detect and respond to microgravity disturbances within 1 second to maintain manufacturing process stability.,2.1.3 Detect Faults,2.017,0.425,4.785,0.119,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,6.1.1 Capture Sensor Data (Automated and continuous),2.002,0.608,4.663,0.1,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,4.1.1 Track Resources (Automated tracking),1.749,0.567,4.043,0.12,0.0,0.0
O.22,O.22 Fiber Spool Management,The system shall incorporate automated fiber spooling mechanisms capable of handling continuous fiber lengths of up to 50 km.,4.1.3.1 Coordinate Automated Resource Transfer,1.734,0.52,4.043,0.088,0.0,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.3.1 Monitor Microgravity Conditions,1.978,0.582,4.585,0.167,0.014,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,2.3.1 Monitor Thermal Environment,1.971,0.549,4.585,0.167,0.011,0.0
O.21,O.21 Microgravity Optimization,The system shall maintain a microgravity environment with less than 10^-6 g during ZBLAN fiber production.,1.3.2 Detect Off-Nominal Microgravity Conditions,1.861,0.661,4.229,0.23,0.014,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.2.2 Condition Power,2.071,0.326,5.006,0.0,0.016,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,2.3.1 Monitor Thermal Environment,2.038,0.406,4.819,0.196,0.0,0.0
O.20,O.20 Thermal Management,The system shall maintain thermal conditions within specified limits to ensure optimal operation of all components.,1.3.1 Monitor Microgravity Conditions,1.943,0.445,4.585,0.11,0.016,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.3.2 Analyze Faults (Autonomous fault analysis),4.017,0.556,9.708,0.131,0.014,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),3.087,0.583,7.351,0.179,0.017,0.0
O.19,O.19 Fault Tolerance,"The system shall include fault-tolerant mechanisms capable of maintaining at least 90% of nominal operational functionality for up to 72 hours following a single-point component failure, as verified through fault injection testing and performance analysis.",2.1.3 Detect Faults,2.317,0.39,5.567,0.076,0.006,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,3.1.1 Monitor Safety Standards (Automated safety checks),1.985,0.495,4.683,0.064,0.016,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,3.2.2 Analyze Safety Data,1.799,0.418,4.205,0.196,0.016,0.0
O.18,O.18 Crew Safety,The system shall include safety protocols to protect crew members during maintenance and operation in space.,3.1.1.1 Conduct Autonomous Safety Inspections,1.657,0.398,3.879,0.153,0.016,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",4.2.1 Schedule Resupply Operations (Automated scheduling),3.291,0.552,7.917,0.075,0.014,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",6.1.3 Store Performance Data,3.089,0.484,7.45,0.056,0.02,0.0
O.17,O.17 Supply Chain Management,"The system shall incorporate supply chain management protocols capable of tracking and verifying the delivery of 95% of raw materials and components within ±5 days of scheduled delivery dates during nominal operations, as verified through system performance simulations and operational data analysis.",6.2.1 Evaluate Performance Metrics (Autonomous analysis),3.081,0.555,7.351,0.179,0.013,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",2.2.4 Transmit Launch Vehicle Power,4.013,0.478,9.728,0.158,0.012,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",3.3.3 Execute End-of-Life Deorbiting Procedures,2.017,0.612,4.663,0.193,0.004,0.0
O.16,O.16 Launch Operations,"The system shall integrate seamlessly with launch operations, ensuring compatibility with standard launch vehicle interfaces and procedures.",5.1.3 Redirect Operations (Reconfiguration after faults),1.375,0.594,3.078,0.137,0.02,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.4.1 Monitor Radiation Levels,2.04,0.442,4.819,0.148,0.011,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.4.2 Analyze Radiation Exposure Data,1.905,0.513,4.445,0.148,0.011,0.0
O.15,O.15 Radiation Protection,"The system shall provide sufficient radiation shielding to protect sensitive equipment and materials, ensuring less than 5% degradation in performance over its operational lifetime.",2.4.3 Adjust Operations for Radiation Protection,1.9,0.49,4.445,0.143,0.011,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,4.2.5 Store Manufactured Product,1.575,0.472,3.652,0.1,0.026,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,2.1.5 Test System After Repairs,0.345,0.589,0.405,0.172,0.195,0.0
O.14,O.14 Process Versatility,The system shall be adaptable to process at least three different types of products beyond ZBLAN within its operational lifetime,2.3.2 Regulate System Temperature,0.318,0.478,0.405,0.14,0.195,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",1.2.1 Collect Real-Time Production Data,2.813,0.518,6.702,0.132,0.043,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",5.1.1 Initiate System Restarts,2.459,0.405,5.853,0.064,0.139,0.0
O.13,O.13 Automation,"The system shall operate autonomously for at least 95% of its production time, including the ability to automatically restart fiber production after breaks.",4.1.5 Transfer Preform to Production,1.43,0.526,3.245,0.137,0.032,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,1.1.4 Draw Fiber from Preform,3.345,0.53,8.03,0.123,0.043,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,2.4.1 Monitor Radiation Levels,2.041,0.477,4.819,0.109,0.008,0.0
O.12,O.12 Production Ramping,The system shall be capable of scaling production capacity from initial demonstration levels to full commercial production levels of up to 50 km of ZBLAN fiber per draw.,1.1.6.2 Level Wind Spool,2.039,0.498,4.819,0.07,0.008,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",4.2.4 Secure Docking Connection,2.5,0.557,5.912,0.158,0.003,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",7.1.3 Install Hardware Modules,2.314,0.525,5.447,0.197,0.002,0.0
O.11,O.11 Scalable Production,"The system shall include docking interfaces compliant with the International Docking System Standard (IDSS) to support the addition of at least two production modules post-launch, verified through interface conformity analysis and simulated docking operations.",2.1.5.1 Autonomous Post-Repair Testing,2.303,0.514,5.453,0.124,0.001,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",7.1.4 Verify Hardware Installation,3.553,0.455,8.534,0.316,0.004,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",7.2.4 Verify Software Installation,3.346,0.443,8.02,0.316,0.008,0.0
O.10,O.10 Upgradable Technologies,"The system shall include modular hardware and software interfaces that support integration of at least three new manufacturing technologies or processes, as verified by simulated upgrades and functional tests during design validation.",2.1.5 Test System After Repairs,2.27,0.581,5.224,0.293,0.103,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",1.2.5 Transmit Data to Ground Control,4.905,0.539,11.951,0.085,0.02,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",4.1.1 Track Resources (Automated tracking),2.306,0.585,5.453,0.048,0.001,0.0
O.9,O.9 User-Friendly Interfaces,"The system shall be compatible with NASA's Space Network (SN) ground control equipment, including the Tracking and Data Relay Satellite System (TDRSS), achieving at least 99.5% data transmission success during simulated and operational communication tests under nominal and contingency scenarios.",2.1.5 Test System After Repairs,2.231,0.585,5.224,0.073,0.064,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",1.2.5 Transmit Data to Ground Control,3.57,0.485,8.582,0.238,0.024,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,1.41,0.552,3.126,0.303,0.018,0.0
O.8,O.8 Standardized Data Formats,"The system shall utilize standardized data formats and protocols for all manufacturing processes, system operations, and ground communications.",5.1.3 Redirect Operations (Reconfiguration after faults),1.381,0.607,3.078,0.16,0.02,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",7.1.8 Support Platform Structure,3.478,0.486,8.43,0.047,0.009,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",6.1.3 Store Performance Data,3.093,0.506,7.45,0.058,0.017,0.0
O.7,O.7 Data Distribution,"The system shall support secure and efficient distribution of manufacturing data, telemetry, and product information between the orbital platform and ground stations, with data transmission reliability of at least 99.9% and a latency of no more than 500 milliseconds, as verified by communication link performance tests.",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),2.597,0.593,6.175,0.044,0.009,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",2.3.1 Monitor Thermal Environment,3.882,0.475,9.403,0.151,0.013,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",2.4.1 Monitor Radiation Levels,2.049,0.466,4.819,0.171,0.013,0.0
O.6,O.6 Environmental Survivability,"The system shall withstand the harsh space environment, including radiation, thermal cycling, and micrometeoroid impacts, without critical failure.",2.4.2 Analyze Radiation Exposure Data,1.913,0.533,4.445,0.171,0.013,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,3.3.3 Execute End-of-Life Deorbiting Procedures,1.909,0.625,4.364,0.233,0.019,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,2.1.5 Test System After Repairs,0.347,0.556,0.405,0.164,0.243,0.0
O.5,O.5 Operational Availability,The system shall maintain a minimum of 95% operational availability throughout its design life.,2.3.2 Regulate System Temperature,0.337,0.486,0.405,0.191,0.243,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",5.2.1 Receive Remote Commands,2.152,0.466,5.099,0.123,0.005,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",4.2.4 Secure Docking Connection,1.953,0.533,4.585,0.085,0.0,0.0
O.4,O.4 Command and Control,"The system shall provide secure and reliable command and control capabilities for all orbital manufacturing operations, with at least 99.9% command success rate and data integrity, as verified by operational and simulated mission scenarios.",7.1.7 Provide Structural Surface,1.869,0.487,4.383,0.123,0.0,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,4.2.5 Store Manufactured Product,1.778,0.455,4.205,0.031,0.0,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,1.1.5 Cool/ Anneal Fiber,1.246,0.488,2.82,0.051,0.065,0.0
O.3,O.3 Safe Return,The system shall return manufactured ZBLAN fibers to Earth safely and intact for commercial use.,1.1.6 Spool Fiber,1.232,0.457,2.82,0.0,0.065,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,2.3.1 Monitor Thermal Environment,1.945,0.436,4.585,0.152,0.009,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),1.881,0.524,4.423,0.039,0.003,0.0
O.2,O.2 Continuous Operation,The system shall be designed to operate continuously in the space environment for a minimum of 5 years without requiring physical human intervention.,3.3.1 Monitor Orbital Environment for Debris,1.834,0.548,4.229,0.205,0.009,0.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.1.7.2 Detect Defects,2.377,0.52,5.567,0.3,0.006,0.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.1.8 Correct Defects,2.36,0.512,5.567,0.2,0.006,0.0
O.1,O.1 High-Quality Production,The system shall produce ZBLAN fibers with less than 1 crystallization defect per kilometer of fiber manufactured in microgravity,1.3.1 Monitor Microgravity Conditions,2.008,0.581,4.585,0.369,0.012,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),2.873,0.649,6.783,0.144,0.043,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,4.2.4 Secure Docking Connection,1.955,0.542,4.585,0.088,0.0,0.0
I.11,I.11 Product Return Interface,The system shall interface with a secure product return capsule capable of safely transporting at least 50 km of produced ZBLAN fiber to Earth.,7.1.1 Receive and Secure Modules in Orbit,1.813,0.531,4.229,0.103,0.0,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,4.1.2 Request Resupply (Autonomous resupply request),2.411,0.68,5.629,0.129,0.019,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,4.1.3 Receive Resupply,2.219,0.485,5.261,0.089,0.019,0.0
I.10,I.10 Raw Material Interface,The system shall interface with standardized raw material containers to facilitate easy resupply and material changeout.,4.2.1 Schedule Resupply Operations (Automated scheduling),1.771,0.55,4.125,0.047,0.019,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",2.3.4 Provide Local Heating,1.86,0.406,4.383,0.171,0.0,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",7.1.7 Provide Structural Surface,1.86,0.406,4.383,0.171,0.0,0.0
I.9,I.9 Maintenance Interface,"The system shall provide interfaces for maintenance activities, allowing for easy access to critical components.",2.1.5 Test System After Repairs,0.343,0.543,0.405,0.158,0.243,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,6.1.2 Log System Data,1.616,0.393,3.65,0.264,0.189,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,3.2.2 Analyze Safety Data,1.403,0.417,3.245,0.108,0.027,0.0
I.8,I.8 Data Interface,The system shall interface with external data systems to allow for the exchange of operational data and analytics.,6.1.3 Store Performance Data,1.396,0.414,3.245,0.064,0.027,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,7.1.7 Provide Structural Surface,1.871,0.476,4.383,0.152,0.0,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,2.3.4 Provide Local Heating,1.864,0.443,4.383,0.152,0.0,0.0
I.7,I.7 Human Interface,The system shall provide intuitive interfaces that allow trained personnel to perform necessary operations with less than 1 hour of specific task training.,5.1.3 Redirect Operations (Reconfiguration after faults),1.374,0.588,3.078,0.11,0.046,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",4.1.1 Track Resources (Automated tracking),2.007,0.515,4.703,0.145,0.007,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",4.1.3.1 Coordinate Automated Resource Transfer,1.98,0.42,4.703,0.089,0.007,0.0
I.6,I.6 Existing Infrastructure,"The system shall interface with existing space infrastructure for power, data, and other resources.",4.2.2 Coordinate Resource Transfers (Remote coordination),1.873,0.547,4.364,0.111,0.007,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",2.2.4 Transmit Launch Vehicle Power,3.989,0.449,9.728,0.038,0.012,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",7.1.5 Control Antenna Position,1.57,0.504,3.652,0.041,0.011,0.0
I.5,I.5 Launch Vehicle Compatibility,"The system shall be compatible with the SpaceX Falcon 9 and United Launch Alliance Atlas V launch vehicles, as verified through review of the corresponding Interface Control Documents (ICDs) for each vehicle.",8.2.3 Control Attitude Using Reaction Torque,1.461,0.53,3.369,0.038,0.011,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.1.2 Request Resupply (Autonomous resupply request),2.405,0.639,5.629,0.149,0.016,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.1.3 Receive Resupply,2.22,0.465,5.261,0.125,0.016,0.0
I.4,I.4 Resupply and Retrieval,The system shall accommodate resupply of raw materials and retrieval of finished products via standard cargo spacecraft.,4.2.1 Schedule Resupply Operations (Automated scheduling),1.769,0.523,4.125,0.073,0.016,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.5 Test System After Repairs,3.986,0.527,9.607,0.139,0.085,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",7.1.8 Support Platform Structure,3.464,0.403,8.43,0.061,0.01,0.0
I.3,I.3 Infrastructure Interface,"The system shall interface with the host space station or platform for power, thermal management, and structural support during test flights or as needed for repair and operational support on orbit",2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),2.632,0.502,6.307,0.043,0.009,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,1.2.1 Collect Real-Time Production Data,4.487,0.575,10.826,0.234,0.03,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,5.2.1.2 Transmit RF Signal,2.035,0.474,4.785,0.173,0.0,0.0
I.2,I.2 Telemetry Transmission,The system shall transmit manufacturing telemetry and product quality data to Earth in real-time.,2.2.5 Transmit Electrical Power,1.862,0.446,4.383,0.133,0.0,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,5.2.1 Receive Remote Commands,3.972,0.41,9.683,0.1,0.008,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,7.2.1 Prepare for Software Installation/Update,3.837,0.519,9.253,0.193,0.015,0.0
I.1,I.1 Command Reception,The system shall receive commands and software updates from ground control stations.,1.2.5 Transmit Data to Ground Control,3.06,0.526,7.248,0.338,0.026,0.0
F.19,F.19 Real-Time Data Transmission,The system shall transmit quality control data to Earth in real-time with a latency of no more than 1 second.,1.2.1 Collect Real-Time Production Data,4.494,0.602,10.826,0.247,0.03,0.0
