ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Dense Semantic,BM25 Score,Syntactic Score,Domain Weighted,Query Expansion
P.6,P.6 Production Continuity,P.6 Production Continuity,1.2.2 Analyze Production Efficiency,0.862,0.475,3.245,0.1,0.028,0.0
P.6,P.6 Production Continuity,P.6 Production Continuity,1.2.3 Detect Production Anomalies,0.857,0.463,3.245,0.1,0.028,0.0
P.5,P.5 Competitive Pricing,P.5 Competitive Pricing,4.2.5 Store Manufactured Product,1.757,0.417,7.857,0.087,0.016,0.0
P.5,P.5 Competitive Pricing,P.5 Competitive Pricing,4.1.4 Store Preform at Target Parameters,1.251,0.555,5.025,0.118,0.004,0.0
P.5,P.5 Competitive Pricing,P.5 Competitive Pricing,6.2.2 Identify Performance Bottlenecks,1.079,0.516,4.205,0.15,0.012,0.0
P.5,P.5 Competitive Pricing,P.5 Competitive Pricing,6.1.3 Store Performance Data,1.013,0.401,4.205,0.051,0.012,0.0
P.5,P.5 Competitive Pricing,P.5 Competitive Pricing,6.2.1 Evaluate Performance Metrics (Autonomous analysis),0.963,0.496,3.6,0.217,0.012,0.0
P.4,P.4 Commercial Viability,P.4 Commercial Viability,6.2.1 Evaluate Performance Metrics (Autonomous analysis),1.07,0.598,3.752,0.398,0.009,0.0
P.4,P.4 Commercial Viability,P.4 Commercial Viability,7.1.8 Support Platform Structure,1.061,0.505,4.047,0.247,0.005,0.0
P.4,P.4 Commercial Viability,P.4 Commercial Viability,2.1.3.2 Analyze Faults (Autonomous fault analysis),1.056,0.59,3.752,0.344,0.009,0.0
P.4,P.4 Commercial Viability,P.4 Commercial Viability,4.2.5 Store Manufactured Product,0.975,0.486,3.652,0.244,0.016,0.0
P.4,P.4 Commercial Viability,P.4 Commercial Viability,2.1.3.1 Monitor Sensor Data (Remote diagnostics support),0.97,0.637,3.231,0.339,0.005,0.0
P.3,P.3 Manufacturing Yield,P.3 Manufacturing Yield,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.94,0.604,3.126,0.339,0.054,0.0
P.3,P.3 Manufacturing Yield,P.3 Manufacturing Yield,1.1.5 Cool/ Anneal Fiber,0.818,0.573,2.82,0.07,0.108,0.0
P.3,P.3 Manufacturing Yield,P.3 Manufacturing Yield,1.1.6 Spool Fiber,0.79,0.49,2.82,0.096,0.108,0.0
P.3,P.3 Manufacturing Yield,P.3 Manufacturing Yield,1.1.7 Monitor Fiber Quality,0.762,0.49,2.583,0.191,0.108,0.0
P.3,P.3 Manufacturing Yield,P.3 Manufacturing Yield,1.1.4 Draw Fiber from Preform,0.756,0.476,2.583,0.19,0.108,0.0
P.2,P.2 Production Rate,P.2 Production Rate,1.2.5.4 Amplify Low Rate Transmission,1.018,0.518,3.879,0.168,0.012,0.0
P.2,P.2 Production Rate,P.2 Production Rate,1.2.5.2 Amplify High Rate Transmission,1.016,0.513,3.879,0.168,0.012,0.0
P.2,P.2 Production Rate,P.2 Production Rate,1.2.5.3 Transmit Low Rate Signal,1.009,0.496,3.879,0.168,0.012,0.0
P.2,P.2 Production Rate,P.2 Production Rate,4.1.5 Transfer Preform to Production,0.909,0.549,3.245,0.186,0.032,0.0
P.2,P.2 Production Rate,P.2 Production Rate,1.2.3 Detect Production Anomalies,0.896,0.514,3.245,0.19,0.032,0.0
P.1,P.1 Fiber Quality,P.1 Fiber Quality,1.2.5.4 Amplify Low Rate Transmission,2.048,0.595,8.904,0.136,0.022,0.0
P.1,P.1 Fiber Quality,P.1 Fiber Quality,1.2.5.3 Transmit Low Rate Signal,2.041,0.576,8.904,0.136,0.022,0.0
P.1,P.1 Fiber Quality,P.1 Fiber Quality,1.2.5.2 Amplify High Rate Transmission,1.043,0.593,3.879,0.136,0.022,0.0
P.1,P.1 Fiber Quality,P.1 Fiber Quality,1.1.6 Spool Fiber,0.852,0.66,2.82,0.078,0.081,0.0
P.1,P.1 Fiber Quality,P.1 Fiber Quality,1.1.5 Cool/ Anneal Fiber,0.806,0.585,2.82,0.0,0.081,0.0
O.23,O.23 Microgravity Disturbance Response,O.23 Microgravity Disturbance Response,1.3.2 Detect Off-Nominal Microgravity Conditions,1.916,0.576,8.271,0.148,0.017,0.0
O.23,O.23 Microgravity Disturbance Response,O.23 Microgravity Disturbance Response,1.3.1 Monitor Microgravity Conditions,1.164,0.519,4.585,0.188,0.017,0.0
O.23,O.23 Microgravity Disturbance Response,O.23 Microgravity Disturbance Response,1.1.7.2 Detect Defects,1.156,0.438,4.785,0.119,0.0,0.0
O.23,O.23 Microgravity Disturbance Response,O.23 Microgravity Disturbance Response,2.1.3 Detect Faults,1.151,0.425,4.785,0.119,0.0,0.0
O.23,O.23 Microgravity Disturbance Response,O.23 Microgravity Disturbance Response,1.2.3 Detect Production Anomalies,1.13,0.54,4.383,0.188,0.0,0.0
O.22,O.22 Fiber Spool Management,O.22 Fiber Spool Management,6.1.1 Capture Sensor Data (Automated and continuous),1.196,0.608,4.663,0.1,0.0,0.0
O.22,O.22 Fiber Spool Management,O.22 Fiber Spool Management,4.1.1 Track Resources (Automated tracking),1.06,0.567,4.043,0.12,0.0,0.0
O.22,O.22 Fiber Spool Management,O.22 Fiber Spool Management,4.1.3.1 Coordinate Automated Resource Transfer,1.034,0.52,4.043,0.088,0.0,0.0
O.22,O.22 Fiber Spool Management,O.22 Fiber Spool Management,4.2.1 Schedule Resupply Operations (Automated scheduling),1.011,0.604,3.752,0.095,0.0,0.0
O.22,O.22 Fiber Spool Management,O.22 Fiber Spool Management,3.1.2 Report Safety Incidents (Automated logging and reporting),0.977,0.638,3.5,0.11,0.0,0.0
O.21,O.21 Microgravity Optimization,O.21 Microgravity Optimization,1.3.1 Monitor Microgravity Conditions,1.185,0.582,4.585,0.167,0.014,0.0
O.21,O.21 Microgravity Optimization,O.21 Microgravity Optimization,2.3.1 Monitor Thermal Environment,1.171,0.549,4.585,0.167,0.011,0.0
O.21,O.21 Microgravity Optimization,O.21 Microgravity Optimization,1.3.2 Detect Off-Nominal Microgravity Conditions,1.158,0.661,4.229,0.23,0.014,0.0
O.21,O.21 Microgravity Optimization,O.21 Microgravity Optimization,3.3.1 Monitor Orbital Environment for Debris,1.146,0.633,4.229,0.232,0.011,0.0
O.21,O.21 Microgravity Optimization,O.21 Microgravity Optimization,4.1.5 Transfer Preform to Production,0.919,0.594,3.245,0.142,0.038,0.0
O.20,O.20 Thermal Management,O.20 Thermal Management,2.3.1 Monitor Thermal Environment,1.165,0.406,4.819,0.196,0.0,0.0
O.20,O.20 Thermal Management,O.20 Thermal Management,2.2.2 Condition Power,1.133,0.326,5.006,0.0,0.016,0.0
O.20,O.20 Thermal Management,O.20 Thermal Management,1.3.1 Monitor Microgravity Conditions,1.119,0.445,4.585,0.11,0.016,0.0
O.20,O.20 Thermal Management,O.20 Thermal Management,1.3.2 Detect Off-Nominal Microgravity Conditions,1.102,0.552,4.229,0.171,0.016,0.0
O.20,O.20 Thermal Management,O.20 Thermal Management,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,1.074,0.602,3.924,0.234,0.016,0.0
O.19,O.19 Fault Tolerance,O.19 Fault Tolerance,2.1.3.2 Analyze Faults (Autonomous fault analysis),2.192,0.556,9.708,0.131,0.014,0.0
O.19,O.19 Fault Tolerance,O.19 Fault Tolerance,6.2.1 Evaluate Performance Metrics (Autonomous analysis),1.741,0.583,7.351,0.179,0.017,0.0
O.19,O.19 Fault Tolerance,O.19 Fault Tolerance,2.1.3 Detect Faults,1.285,0.39,5.567,0.076,0.006,0.0
O.19,O.19 Fault Tolerance,O.19 Fault Tolerance,5.1.3 Redirect Operations (Reconfiguration after faults),1.205,0.607,4.703,0.103,0.006,0.0
O.19,O.19 Fault Tolerance,O.19 Fault Tolerance,2.1.5.2 Remote Monitoring of Repair Testing,1.181,0.534,4.703,0.129,0.004,0.0
O.18,O.18 Crew Safety,O.18 Crew Safety,3.1.1 Monitor Safety Standards (Automated safety checks),1.149,0.495,4.683,0.064,0.016,0.0
O.18,O.18 Crew Safety,O.18 Crew Safety,3.2.2 Analyze Safety Data,1.049,0.418,4.205,0.196,0.016,0.0
O.18,O.18 Crew Safety,O.18 Crew Safety,3.1.1.1 Conduct Autonomous Safety Inspections,0.967,0.398,3.879,0.153,0.016,0.0
O.18,O.18 Crew Safety,O.18 Crew Safety,3.1.2 Report Safety Incidents (Automated logging and reporting),0.93,0.552,3.358,0.18,0.016,0.0
O.18,O.18 Crew Safety,O.18 Crew Safety,3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.929,0.573,3.358,0.133,0.016,0.0
O.17,O.17 Supply Chain Management,O.17 Supply Chain Management,4.2.1 Schedule Resupply Operations (Automated scheduling),1.821,0.552,7.917,0.075,0.014,0.0
O.17,O.17 Supply Chain Management,O.17 Supply Chain Management,6.2.1 Evaluate Performance Metrics (Autonomous analysis),1.73,0.555,7.351,0.179,0.013,0.0
O.17,O.17 Supply Chain Management,O.17 Supply Chain Management,6.1.3 Store Performance Data,1.697,0.484,7.45,0.056,0.02,0.0
O.17,O.17 Supply Chain Management,O.17 Supply Chain Management,6.1.1.5 Track Stellar Position,1.217,0.439,5.099,0.112,0.0,0.0
O.17,O.17 Supply Chain Management,O.17 Supply Chain Management,6.1.1.6 Track Sun Position,1.212,0.453,5.099,0.056,0.0,0.0
O.16,O.16 Launch Operations,O.16 Launch Operations,2.2.4 Transmit Launch Vehicle Power,2.169,0.478,9.728,0.158,0.012,0.0
O.16,O.16 Launch Operations,O.16 Launch Operations,3.3.3 Execute End-of-Life Deorbiting Procedures,1.216,0.612,4.663,0.193,0.004,0.0
O.16,O.16 Launch Operations,O.16 Launch Operations,5.1.3 Redirect Operations (Reconfiguration after faults),0.883,0.594,3.078,0.137,0.02,0.0
O.16,O.16 Launch Operations,O.16 Launch Operations,2.4.3 Adjust Operations for Radiation Protection,0.84,0.491,3.078,0.129,0.02,0.0
O.16,O.16 Launch Operations,O.16 Launch Operations,4.2.1 Schedule Resupply Operations (Automated scheduling),0.794,0.512,2.856,0.079,0.02,0.0
O.15,O.15 Radiation Protection,O.15 Radiation Protection,2.4.1 Monitor Radiation Levels,1.171,0.442,4.819,0.148,0.011,0.0
O.15,O.15 Radiation Protection,O.15 Radiation Protection,2.4.2 Analyze Radiation Exposure Data,1.125,0.513,4.445,0.148,0.011,0.0
O.15,O.15 Radiation Protection,O.15 Radiation Protection,2.4.3 Adjust Operations for Radiation Protection,1.115,0.49,4.445,0.143,0.011,0.0
O.15,O.15 Radiation Protection,O.15 Radiation Protection,7.1.7 Provide Structural Surface,1.098,0.473,4.383,0.163,0.0,0.0
O.15,O.15 Radiation Protection,O.15 Radiation Protection,2.3.4 Provide Local Heating,1.092,0.456,4.383,0.163,0.0,0.0
O.14,O.14 Process Versatility,O.14 Process Versatility,4.2.5 Store Manufactured Product,0.942,0.472,3.652,0.1,0.026,0.0
O.14,O.14 Process Versatility,O.14 Process Versatility,2.1.5 Test System After Repairs,0.371,0.589,0.405,0.172,0.195,0.0
O.13,O.13 Automation,O.13 Automation,1.2.1 Collect Real-Time Production Data,1.578,0.518,6.702,0.132,0.043,0.0
O.13,O.13 Automation,O.13 Automation,5.1.1 Initiate System Restarts,1.359,0.405,5.853,0.064,0.139,0.0
O.13,O.13 Automation,O.13 Automation,4.1.5 Transfer Preform to Production,0.89,0.526,3.245,0.137,0.032,0.0
O.13,O.13 Automation,O.13 Automation,1.2.3 Detect Production Anomalies,0.871,0.467,3.245,0.161,0.032,0.0
O.13,O.13 Automation,O.13 Automation,1.2.2 Analyze Production Efficiency,0.862,0.444,3.245,0.161,0.032,0.0
O.12,O.12 Production Ramping,O.12 Production Ramping,1.1.4 Draw Fiber from Preform,1.847,0.53,8.03,0.123,0.043,0.0
O.12,O.12 Production Ramping,O.12 Production Ramping,1.1.6.2 Level Wind Spool,1.178,0.498,4.819,0.07,0.008,0.0
O.12,O.12 Production Ramping,O.12 Production Ramping,2.4.1 Monitor Radiation Levels,1.177,0.477,4.819,0.109,0.008,0.0
O.12,O.12 Production Ramping,O.12 Production Ramping,4.1.5 Transfer Preform to Production,0.898,0.545,3.245,0.14,0.028,0.0
O.12,O.12 Production Ramping,O.12 Production Ramping,1.2.3 Detect Production Anomalies,0.882,0.521,3.245,0.109,0.028,0.0
O.11,O.11 Scalable Production,O.11 Scalable Production,4.2.4 Secure Docking Connection,1.437,0.557,5.912,0.158,0.003,0.0
O.11,O.11 Scalable Production,O.11 Scalable Production,7.1.3 Install Hardware Modules,1.339,0.525,5.447,0.197,0.002,0.0
O.11,O.11 Scalable Production,O.11 Scalable Production,2.1.5.1 Autonomous Post-Repair Testing,1.321,0.514,5.453,0.124,0.001,0.0
O.11,O.11 Scalable Production,O.11 Scalable Production,7.1.1 Receive and Secure Modules in Orbit,1.269,0.553,5.025,0.213,0.002,0.0
O.11,O.11 Scalable Production,O.11 Scalable Production,2.2.4 Transmit Launch Vehicle Power,1.183,0.507,4.703,0.197,0.004,0.0
O.10,O.10 Upgradable Technologies,O.10 Upgradable Technologies,7.1.4 Verify Hardware Installation,1.953,0.455,8.534,0.316,0.004,0.0
O.10,O.10 Upgradable Technologies,O.10 Upgradable Technologies,7.2.4 Verify Software Installation,1.845,0.443,8.02,0.316,0.008,0.0
O.10,O.10 Upgradable Technologies,O.10 Upgradable Technologies,2.1.5 Test System After Repairs,1.346,0.581,5.224,0.293,0.103,0.0
O.10,O.10 Upgradable Technologies,O.10 Upgradable Technologies,7.1.3 Install Hardware Modules,1.29,0.516,5.099,0.316,0.004,0.0
O.10,O.10 Upgradable Technologies,O.10 Upgradable Technologies,7.1.2 Prepare for Hardware Installation,1.285,0.498,5.099,0.328,0.004,0.0
O.9,O.9 User-Friendly Interfaces,O.9 User-Friendly Interfaces,1.2.5 Transmit Data to Ground Control,2.625,0.539,11.951,0.085,0.02,0.0
O.9,O.9 User-Friendly Interfaces,O.9 User-Friendly Interfaces,4.1.1 Track Resources (Automated tracking),1.334,0.585,5.453,0.048,0.001,0.0
O.9,O.9 User-Friendly Interfaces,O.9 User-Friendly Interfaces,2.1.5 Test System After Repairs,1.3,0.585,5.224,0.073,0.064,0.0
O.9,O.9 User-Friendly Interfaces,O.9 User-Friendly Interfaces,1.3.2 Detect Off-Nominal Microgravity Conditions,1.129,0.559,4.445,0.084,0.0,0.0
O.9,O.9 User-Friendly Interfaces,O.9 User-Friendly Interfaces,1.2.5.2 Amplify High Rate Transmission,1.125,0.547,4.445,0.085,0.003,0.0
O.8,O.8 Standardized Data Formats,O.8 Standardized Data Formats,1.2.5 Transmit Data to Ground Control,1.96,0.485,8.582,0.238,0.024,0.0
O.8,O.8 Standardized Data Formats,O.8 Standardized Data Formats,1.3.3 Adjust Manufacturing Parameters for Off-Nominal Conditions,0.908,0.552,3.126,0.303,0.018,0.0
O.8,O.8 Standardized Data Formats,O.8 Standardized Data Formats,5.1.3 Redirect Operations (Reconfiguration after faults),0.893,0.607,3.078,0.16,0.02,0.0
O.8,O.8 Standardized Data Formats,O.8 Standardized Data Formats,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),0.849,0.516,3.147,0.062,0.01,0.0
O.8,O.8 Standardized Data Formats,O.8 Standardized Data Formats,2.4.3 Adjust Operations for Radiation Protection,0.834,0.477,3.078,0.129,0.02,0.0
O.7,O.7 Data Distribution,O.7 Data Distribution,7.1.8 Support Platform Structure,1.891,0.486,8.43,0.047,0.009,0.0
O.7,O.7 Data Distribution,O.7 Data Distribution,6.1.3 Store Performance Data,1.706,0.506,7.45,0.058,0.017,0.0
O.7,O.7 Data Distribution,O.7 Data Distribution,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),1.482,0.593,6.175,0.044,0.009,0.0
O.7,O.7 Data Distribution,O.7 Data Distribution,2.1.3.1 Monitor Sensor Data (Remote diagnostics support),1.442,0.638,5.822,0.108,0.014,0.0
O.7,O.7 Data Distribution,O.7 Data Distribution,2.1.5 Test System After Repairs,1.307,0.58,5.224,0.116,0.068,0.0
O.6,O.6 Environmental Survivability,O.6 Environmental Survivability,2.3.1 Monitor Thermal Environment,2.102,0.475,9.403,0.151,0.013,0.0
O.6,O.6 Environmental Survivability,O.6 Environmental Survivability,2.4.1 Monitor Radiation Levels,1.185,0.466,4.819,0.171,0.013,0.0
O.6,O.6 Environmental Survivability,O.6 Environmental Survivability,2.4.2 Analyze Radiation Exposure Data,1.138,0.533,4.445,0.171,0.013,0.0
O.6,O.6 Environmental Survivability,O.6 Environmental Survivability,3.3.1 Monitor Orbital Environment for Debris,1.114,0.571,4.229,0.194,0.013,0.0
O.6,O.6 Environmental Survivability,O.6 Environmental Survivability,2.4.3 Adjust Operations for Radiation Protection,1.107,0.494,4.445,0.097,0.013,0.0
O.5,O.5 Operational Availability,O.5 Operational Availability,3.3.3 Execute End-of-Life Deorbiting Procedures,1.171,0.625,4.364,0.233,0.019,0.0
O.5,O.5 Operational Availability,O.5 Operational Availability,2.1.5 Test System After Repairs,0.361,0.556,0.405,0.164,0.243,0.0
O.4,O.4 Command and Control,O.4 Command and Control,5.2.1 Receive Remote Commands,1.231,0.466,5.099,0.123,0.005,0.0
O.4,O.4 Command and Control,O.4 Command and Control,4.2.4 Secure Docking Connection,1.147,0.533,4.585,0.085,0.0,0.0
O.4,O.4 Command and Control,O.4 Command and Control,7.1.1 Receive and Secure Modules in Orbit,1.102,0.557,4.229,0.165,0.0,0.0
O.4,O.4 Command and Control,O.4 Command and Control,7.1.7 Provide Structural Surface,1.096,0.487,4.383,0.123,0.0,0.0
O.4,O.4 Command and Control,O.4 Command and Control,2.3.4 Provide Local Heating,1.086,0.461,4.383,0.123,0.0,0.0
O.3,O.3 Safe Return,O.3 Safe Return,4.2.5 Store Manufactured Product,1.029,0.455,4.205,0.031,0.0,0.0
O.3,O.3 Safe Return,O.3 Safe Return,1.1.5 Cool/ Anneal Fiber,0.776,0.488,2.82,0.051,0.065,0.0
O.3,O.3 Safe Return,O.3 Safe Return,1.1.6 Spool Fiber,0.753,0.457,2.82,0.0,0.065,0.0
O.3,O.3 Safe Return,O.3 Safe Return,1.1.4 Draw Fiber from Preform,0.743,0.487,2.583,0.126,0.065,0.0
O.3,O.3 Safe Return,O.3 Safe Return,1.1.7 Monitor Fiber Quality,0.707,0.426,2.583,0.067,0.065,0.0
O.2,O.2 Continuous Operation,O.2 Continuous Operation,2.3.1 Monitor Thermal Environment,1.122,0.436,4.585,0.152,0.009,0.0
O.2,O.2 Continuous Operation,O.2 Continuous Operation,3.3.1 Monitor Orbital Environment for Debris,1.107,0.548,4.229,0.205,0.009,0.0
O.2,O.2 Continuous Operation,O.2 Continuous Operation,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),1.102,0.524,4.423,0.039,0.003,0.0
O.1,O.1 High-Quality Production,O.1 High-Quality Production,1.1.7.2 Detect Defects,1.382,0.52,5.567,0.3,0.006,0.0
O.1,O.1 High-Quality Production,O.1 High-Quality Production,1.1.8 Correct Defects,1.359,0.512,5.567,0.2,0.006,0.0
O.1,O.1 High-Quality Production,O.1 High-Quality Production,1.3.1 Monitor Microgravity Conditions,1.224,0.581,4.585,0.369,0.012,0.0
O.1,O.1 High-Quality Production,O.1 High-Quality Production,1.3.2 Detect Off-Nominal Microgravity Conditions,1.17,0.633,4.229,0.349,0.012,0.0
O.1,O.1 High-Quality Production,O.1 High-Quality Production,4.2.5 Store Manufactured Product,1.097,0.519,4.205,0.24,0.0,0.0
I.11,I.11 Product Return Interface,I.11 Product Return Interface,4.2.3 Prepare Fiber for Transport (Automated handling and packaging),1.649,0.649,6.783,0.144,0.043,0.0
I.11,I.11 Product Return Interface,I.11 Product Return Interface,4.2.4 Secure Docking Connection,1.151,0.542,4.585,0.088,0.0,0.0
I.11,I.11 Product Return Interface,I.11 Product Return Interface,7.1.1 Receive and Secure Modules in Orbit,1.079,0.531,4.229,0.103,0.0,0.0
I.11,I.11 Product Return Interface,I.11 Product Return Interface,4.2.5 Store Manufactured Product,0.944,0.509,3.652,0.041,0.016,0.0
I.11,I.11 Product Return Interface,I.11 Product Return Interface,1.1.5 Cool/ Anneal Fiber,0.801,0.561,2.82,0.043,0.041,0.0
I.10,I.10 Raw Material Interface,I.10 Raw Material Interface,4.1.2 Request Resupply (Autonomous resupply request),1.426,0.68,5.629,0.129,0.019,0.0
I.10,I.10 Raw Material Interface,I.10 Raw Material Interface,4.1.3 Receive Resupply,1.266,0.485,5.261,0.089,0.019,0.0
I.10,I.10 Raw Material Interface,I.10 Raw Material Interface,4.2.1 Schedule Resupply Operations (Automated scheduling),1.056,0.55,4.125,0.047,0.019,0.0
I.9,I.9 Maintenance Interface,I.9 Maintenance Interface,2.3.4 Provide Local Heating,1.073,0.406,4.383,0.171,0.0,0.0
I.9,I.9 Maintenance Interface,I.9 Maintenance Interface,7.1.7 Provide Structural Surface,1.073,0.406,4.383,0.171,0.0,0.0
I.9,I.9 Maintenance Interface,I.9 Maintenance Interface,2.1.5 Test System After Repairs,0.354,0.543,0.405,0.158,0.243,0.0
I.8,I.8 Data Interface,I.8 Data Interface,6.1.2 Log System Data,0.959,0.393,3.65,0.264,0.189,0.0
I.8,I.8 Data Interface,I.8 Data Interface,3.2.2 Analyze Safety Data,0.84,0.417,3.245,0.108,0.027,0.0
I.8,I.8 Data Interface,I.8 Data Interface,6.1.3 Store Performance Data,0.83,0.414,3.245,0.064,0.027,0.0
I.8,I.8 Data Interface,I.8 Data Interface,2.4.2 Analyze Radiation Exposure Data,0.81,0.469,2.993,0.108,0.027,0.0
I.8,I.8 Data Interface,I.8 Data Interface,6.1.1 Capture Sensor Data (Automated and continuous),0.797,0.541,2.777,0.112,0.027,0.0
I.7,I.7 Human Interface,I.7 Human Interface,7.1.7 Provide Structural Surface,1.097,0.476,4.383,0.152,0.0,0.0
I.7,I.7 Human Interface,I.7 Human Interface,2.3.4 Provide Local Heating,1.084,0.443,4.383,0.152,0.0,0.0
I.7,I.7 Human Interface,I.7 Human Interface,5.1.3 Redirect Operations (Reconfiguration after faults),0.877,0.588,3.078,0.11,0.046,0.0
I.7,I.7 Human Interface,I.7 Human Interface,2.4.3 Adjust Operations for Radiation Protection,0.842,0.493,3.078,0.12,0.046,0.0
I.7,I.7 Human Interface,I.7 Human Interface,4.2.1 Schedule Resupply Operations (Automated scheduling),0.821,0.568,2.856,0.089,0.046,0.0
I.6,I.6 Existing Infrastructure,I.6 Existing Infrastructure,4.1.1 Track Resources (Automated tracking),1.176,0.515,4.703,0.145,0.007,0.0
I.6,I.6 Existing Infrastructure,I.6 Existing Infrastructure,4.1.3.1 Coordinate Automated Resource Transfer,1.127,0.42,4.703,0.089,0.007,0.0
I.6,I.6 Existing Infrastructure,I.6 Existing Infrastructure,4.2.2 Coordinate Resource Transfers (Remote coordination),1.115,0.547,4.364,0.111,0.007,0.0
I.6,I.6 Existing Infrastructure,I.6 Existing Infrastructure,2.2.3 Distribute Power,0.987,0.368,4.119,0.07,0.023,0.0
I.6,I.6 Existing Infrastructure,I.6 Existing Infrastructure,2.2.2 Condition Power,0.986,0.365,4.119,0.07,0.023,0.0
I.5,I.5 Launch Vehicle Compatibility,I.5 Launch Vehicle Compatibility,2.2.4 Transmit Launch Vehicle Power,2.134,0.449,9.728,0.038,0.012,0.0
I.5,I.5 Launch Vehicle Compatibility,I.5 Launch Vehicle Compatibility,7.1.5 Control Antenna Position,0.941,0.504,3.652,0.041,0.011,0.0
I.5,I.5 Launch Vehicle Compatibility,I.5 Launch Vehicle Compatibility,8.2.3 Control Attitude Using Reaction Torque,0.894,0.53,3.369,0.038,0.011,0.0
I.5,I.5 Launch Vehicle Compatibility,I.5 Launch Vehicle Compatibility,1.2.5 Transmit Data to Ground Control,0.884,0.48,3.369,0.088,0.011,0.0
I.5,I.5 Launch Vehicle Compatibility,I.5 Launch Vehicle Compatibility,7.2.4 Verify Software Installation,0.853,0.396,3.435,0.038,0.0,0.0
I.4,I.4 Resupply and Retrieval,I.4 Resupply and Retrieval,4.1.2 Request Resupply (Autonomous resupply request),1.413,0.639,5.629,0.149,0.016,0.0
I.4,I.4 Resupply and Retrieval,I.4 Resupply and Retrieval,4.1.3 Receive Resupply,1.265,0.465,5.261,0.125,0.016,0.0
I.4,I.4 Resupply and Retrieval,I.4 Resupply and Retrieval,4.2.1 Schedule Resupply Operations (Automated scheduling),1.05,0.523,4.125,0.073,0.016,0.0
I.4,I.4 Resupply and Retrieval,I.4 Resupply and Retrieval,4.2.5 Store Manufactured Product,0.907,0.426,3.652,0.023,0.022,0.0
I.3,I.3 Infrastructure Interface,I.3 Infrastructure Interface,2.1.5 Test System After Repairs,2.169,0.527,9.607,0.139,0.085,0.0
I.3,I.3 Infrastructure Interface,I.3 Infrastructure Interface,7.1.8 Support Platform Structure,1.861,0.403,8.43,0.061,0.01,0.0
I.3,I.3 Infrastructure Interface,I.3 Infrastructure Interface,2.1.4.2 Coordinate Remote Repair Support (Ground-based intervention),1.472,0.502,6.307,0.043,0.009,0.0
I.3,I.3 Infrastructure Interface,I.3 Infrastructure Interface,7.1.7 Provide Structural Surface,1.372,0.422,5.912,0.105,0.0,0.0
